Nombre.de.Comunidad,Código.de.Provincia,Nombre.de.Provincia,Población,Total.censo.electoral,Total.votantes,Votos.válidos,Votos.a.candidaturas,Votos.en.blanco,Votos.nulos,siglas,votos,sobrevalido,swingfactor_abs,swingfactor
Comunitat Valenciana,3,Alicante / Alacant,1855047,1253296,882601,875169,870331,4838,7432,C's,138517,15.827457325385156,0.882386925972212,1.2119033174108083
Comunitat Valenciana,12,Castellón / Castelló,582327,416491,302324,299204,297135,2069,3120,C's,44121,14.746126388684644,0.8177695926626533,1.1291061553357307
Comunitat Valenciana,46,Valencia / València,2543315,1946046,1431843,1419521,1411013,8508,12322,C's,205489,14.475939419001199,0.7882745302115405,1.1084180259572127
Ciudad de Ceuta,51,Ceuta,84263,61587,31194,30837,30521,316,357,C's,3549,11.508901644128807,1.4722464326906544,0.8812328977127724
Ciudad de Melilla,52,Melilla,85584,57795,27483,27121,26853,268,362,C's,3352,12.359426274842374,1.564661203773274,0.9463572951640409
Andalucía,4,Almería,701211,491496,308989,306674,304461,2213,2315,ERC-CATSÍ,0,0,1.1077851234609697,0
Andalucía,11,Cádiz,1240284,993689,622252,615755,608817,6938,6497,ERC-CATSÍ,0,0,1.115143277818196,0
Andalucía,14,Córdoba,795611,651184,452038,446818,442329,4489,5220,ERC-CATSÍ,0,0,0.91235500030757255,0
Andalucía,18,Granada,917297,748579,494171,489540,486116,3424,4631,ERC-CATSÍ,0,0,1.0138859719771813,0
Andalucía,21,Huelva,520017,396117,249269,245819,243293,2526,3450,ERC-CATSÍ,0,0,1.1059628648205073,0
Andalucía,23,Jaén,654170,532211,375082,370762,368217,2545,4320,ERC-CATSÍ,0,0,0.88078212057665906,0
Andalucía,29,Málaga,1628973,1163657,752086,744858,738680,6178,7228,ERC-CATSÍ,0,0,1.0551538057793985,0
Andalucía,41,Sevilla,1941480,1531806,1044851,1033112,1023530,9582,11739,ERC-CATSÍ,0,0,0.9483770879627175,0
Aragón,22,Huesca,222909,173546,118018,116884,115680,1204,1134,ERC-CATSÍ,0,0,0.95453841968319,0
Aragón,44,Teruel,138932,109380,75932,74922,74218,704,1010,ERC-CATSÍ,0,0,0.9122801505207698,0
Aragón,50,Zaragoza,956006,734064,517144,513135,509011,4124,4009,ERC-CATSÍ,0,0,0.8815798597753839,0
Principado de Asturias,33,Asturias,1051229,982837,600463,594699,589325,5374,5764,ERC-CATSÍ,0,0,1.1606541982188268,0
Illes Balears,7,Illes Balears,1104479,772939,469437,464787,460561,4226,4650,ERC-CATSÍ,0,0,1.171419168730247,0
Canarias,35,Las Palmas,1098406,842916,508957,502506,499004,3502,6451,ERC-CATSÍ,0,0,1.1819656201767403,0
Canarias,38,Santa Cruz de Tenerife,1001900,833373,481925,476666,473883,2783,5259,ERC-CATSÍ,0,0,1.2581071785374423,0
Cantabria,39,Cantabria,585179,498203,341348,337567,335113,2454,3781,ERC-CATSÍ,0,0,0.9392647389515052,0
Castilla - La Mancha,2,Albacete,394580,310083,221706,219473,218043,1430,2233,ERC-CATSÍ,0,0,0.8502708455678165,0
Castilla - La Mancha,13,Ciudad Real,513713,400552,282634,279396,277457,1939,3238,ERC-CATSÍ,0,0,0.8782480415689832,0
Castilla - La Mancha,16,Cuenca,203841,157835,117118,115849,115026,823,1269,ERC-CATSÍ,0,0,0.7696060045183283,0
Castilla - La Mancha,19,Guadalajara,253686,182408,132903,131538,130716,822,1365,ERC-CATSÍ,0,0,0.8096571833145115,0
Castilla - La Mancha,45,Toledo,693371,518206,371866,367503,365529,1974,4363,ERC-CATSÍ,0,0,0.842474187866627,0
Castilla y León,5,Ávila,164925,139218,100106,98917,98200,717,1189,ERC-CATSÍ,0,0,0.8381285291099745,0
Castilla y León,9,Burgos,364002,300243,209246,206981,205169,1812,2265,ERC-CATSÍ,0,0,0.9041701679078291,0
Castilla y León,24,León,479395,440263,284076,280858,278461,2397,3218,ERC-CATSÍ,0,0,1.0583484659042242,0
Castilla y León,34,Palencia,166035,143769,101838,100626,99788,838,1212,ERC-CATSÍ,0,0,0.8700935674605698,0
Castilla y León,37,Salamanca,339395,308612,204615,202483,201040,1443,2132,ERC-CATSÍ,0,0,1.0053192356495122,0
Castilla y León,40,Segovia,157570,120823,89662,88525,87910,615,1137,ERC-CATSÍ,0,0,0.7694098847172584,0
Castilla y León,42,Soria,91006,76814,50337,49618,49018,600,719,ERC-CATSÍ,0,0,1.0283107699701468,0
Castilla y León,47,Valladolid,526288,433056,319280,315768,313534,2234,3512,ERC-CATSÍ,0,0,0.7837951850043215,0
Castilla y León,49,Zamora,183436,173320,110339,108893,107883,1010,1446,ERC-CATSÍ,0,0,1.0840688406176278,0
Cataluña,8,Barcelona,5523922,4131319,2659818,2643933,2622852,21081,15885,ERC-CATSÍ,438126,16.57099480206193,1.0625951302898626,6.300758479871456
Cataluña,17,Girona,753054,512366,310377,307853,305211,2642,2524,ERC-CATSÍ,80824,26.254088802123093,1.1760977155007135,9.982543270769238
Cataluña,25,Lleida,436029,313207,182909,181159,179003,2156,1750,ERC-CATSÍ,45525,25.129858301271256,1.2410871524930254,9.55507920200428
Cataluña,43,Tarragona,795101,562990,347861,344620,341560,3060,3241,ERC-CATSÍ,67759,19.661946491788058,1.139972218737824,7.476025282048692
Extremadura,6,Badajoz,686730,558228,382981,377949,375230,2719,5032,ERC-CATSÍ,0,0,0.9365586208921605,0
Extremadura,10,Cáceres,406267,349082,239735,236205,234666,1539,3530,ERC-CATSÍ,0,0,0.9344916107886598,0
Galicia,15,A Coruña,1127196,1087472,651065,643389,636696,6693,7676,ERC-CATSÍ,0,0,1.1972080117288424,0
Galicia,27,Lugo,339386,348561,196272,192957,190869,2088,3315,ERC-CATSÍ,0,0,1.3034240559407635,0
Galicia,32,Ourense,318391,364469,188562,186177,184650,1527,2385,ERC-CATSÍ,0,0,1.4398541976695018,0
Galicia,36,Pontevedra,947374,901233,551762,544673,540255,4418,7089,ERC-CATSÍ,0,0,1.1568313436579687,0
Comunidad de Madrid,28,Madrid,6436996,4927932,3489376,3465795,3447658,18137,23581,ERC-CATSÍ,0,0,0.8708794774093342,0
Comunidad Foral de Navarra,31,Navarra,640476,502530,338720,335335,331867,3468,3385,ERC-CATSÍ,0,0,0.9724659571019328,0
País Vasco,1,Araba - Álava,323648,254579,169331,167640,166562,1078,1691,ERC-CATSÍ,0,0,0.9989818840878956,0
País Vasco,20,Gipuzkoa,716834,580706,367464,365493,362782,2711,1971,ERC-CATSÍ,0,0,1.0955001058829656,0
País Vasco,48,Bizkaia,1148775,948080,625444,621219,617312,3907,4225,ERC-CATSÍ,0,0,1.0152285669577845,0
Región de Murcia,30,Murcia,1467288,1034075,719536,713592,709879,3713,5944,ERC-CATSÍ,0,0,0.9074411158162694,0
La Rioja,26,La Rioja,317053,247670,174913,172982,171757,1225,1931,ERC-CATSÍ,0,0,0.8763899110111971,0
Comunitat Valenciana,3,Alicante / Alacant,1855047,1253296,882601,875169,870331,4838,7432,ERC-CATSÍ,0,0,0.882386925972212,0
Comunitat Valenciana,12,Castellón / Castelló,582327,416491,302324,299204,297135,2069,3120,ERC-CATSÍ,0,0,0.8177695926626533,0
Comunitat Valenciana,46,Valencia / València,2543315,1946046,1431843,1419521,1411013,8508,12322,ERC-CATSÍ,0,0,0.7882745302115405,0
Ciudad de Ceuta,51,Ceuta,84263,61587,31194,30837,30521,316,357,ERC-CATSÍ,0,0,1.4722464326906544,0
Ciudad de Melilla,52,Melilla,85584,57795,27483,27121,26853,268,362,ERC-CATSÍ,0,0,1.564661203773274,0
Andalucía,4,Almería,701211,491496,308989,306674,304461,2213,2315,CDC,0,0,1.1077851234609697,0
Andalucía,11,Cádiz,1240284,993689,622252,615755,608817,6938,6497,CDC,0,0,1.115143277818196,0
Andalucía,14,Córdoba,795611,651184,452038,446818,442329,4489,5220,CDC,0,0,0.91235500030757255,0
Andalucía,18,Granada,917297,748579,494171,489540,486116,3424,4631,CDC,0,0,1.0138859719771813,0
Andalucía,21,Huelva,520017,396117,249269,245819,243293,2526,3450,CDC,0,0,1.1059628648205073,0
Andalucía,23,Jaén,654170,532211,375082,370762,368217,2545,4320,CDC,0,0,0.88078212057665906,0
Andalucía,29,Málaga,1628973,1163657,752086,744858,738680,6178,7228,CDC,0,0,1.0551538057793985,0
Andalucía,41,Sevilla,1941480,1531806,1044851,1033112,1023530,9582,11739,CDC,0,0,0.9483770879627175,0
Aragón,22,Huesca,222909,173546,118018,116884,115680,1204,1134,CDC,0,0,0.95453841968319,0
Aragón,44,Teruel,138932,109380,75932,74922,74218,704,1010,CDC,0,0,0.9122801505207698,0
Aragón,50,Zaragoza,956006,734064,517144,513135,509011,4124,4009,CDC,0,0,0.8815798597753839,0
Principado de Asturias,33,Asturias,1051229,982837,600463,594699,589325,5374,5764,CDC,0,0,1.1606541982188268,0
Illes Balears,7,Illes Balears,1104479,772939,469437,464787,460561,4226,4650,CDC,0,0,1.171419168730247,0
Canarias,35,Las Palmas,1098406,842916,508957,502506,499004,3502,6451,CDC,0,0,1.1819656201767403,0
Canarias,38,Santa Cruz de Tenerife,1001900,833373,481925,476666,473883,2783,5259,CDC,0,0,1.2581071785374423,0
Cantabria,39,Cantabria,585179,498203,341348,337567,335113,2454,3781,CDC,0,0,0.9392647389515052,0
Castilla - La Mancha,2,Albacete,394580,310083,221706,219473,218043,1430,2233,CDC,0,0,0.8502708455678165,0
Castilla - La Mancha,13,Ciudad Real,513713,400552,282634,279396,277457,1939,3238,CDC,0,0,0.8782480415689832,0
Castilla - La Mancha,16,Cuenca,203841,157835,117118,115849,115026,823,1269,CDC,0,0,0.7696060045183283,0
Castilla - La Mancha,19,Guadalajara,253686,182408,132903,131538,130716,822,1365,CDC,0,0,0.8096571833145115,0
Castilla - La Mancha,45,Toledo,693371,518206,371866,367503,365529,1974,4363,CDC,0,0,0.842474187866627,0
Castilla y León,5,Ávila,164925,139218,100106,98917,98200,717,1189,CDC,0,0,0.8381285291099745,0
Castilla y León,9,Burgos,364002,300243,209246,206981,205169,1812,2265,CDC,0,0,0.9041701679078291,0
Castilla y León,24,León,479395,440263,284076,280858,278461,2397,3218,CDC,0,0,1.0583484659042242,0
Castilla y León,34,Palencia,166035,143769,101838,100626,99788,838,1212,CDC,0,0,0.8700935674605698,0
Castilla y León,37,Salamanca,339395,308612,204615,202483,201040,1443,2132,CDC,0,0,1.0053192356495122,0
Castilla y León,40,Segovia,157570,120823,89662,88525,87910,615,1137,CDC,0,0,0.7694098847172584,0
Castilla y León,42,Soria,91006,76814,50337,49618,49018,600,719,CDC,0,0,1.0283107699701468,0
Castilla y León,47,Valladolid,526288,433056,319280,315768,313534,2234,3512,CDC,0,0,0.7837951850043215,0
Castilla y León,49,Zamora,183436,173320,110339,108893,107883,1010,1446,CDC,0,0,1.0840688406176278,0
Cataluña,8,Barcelona,5523922,4131319,2659818,2643933,2622852,21081,15885,CDC,323824,12.247814146576331,1.0625951302898626,6.093439873918573
Cataluña,17,Girona,753054,512366,310377,307853,305211,2642,2524,CDC,71453,23.210103523434885,1.1760977155007135,11.5473151857885
Cataluña,25,Lleida,436029,313207,182909,181159,179003,2156,1750,CDC,40985,22.62377248715217,1.2410871524930254,11.25560820256327
Cataluña,43,Tarragona,795101,562990,347861,344620,341560,3060,3241,CDC,47226,13.703789681388196,1.139972218737824,6.817805811635919
Extremadura,6,Badajoz,686730,558228,382981,377949,375230,2719,5032,CDC,0,0,0.9365586208921605,0
Extremadura,10,Cáceres,406267,349082,239735,236205,234666,1539,3530,CDC,0,0,0.9344916107886598,0
Galicia,15,A Coruña,1127196,1087472,651065,643389,636696,6693,7676,CDC,0,0,1.1972080117288424,0
Galicia,27,Lugo,339386,348561,196272,192957,190869,2088,3315,CDC,0,0,1.3034240559407635,0
Galicia,32,Ourense,318391,364469,188562,186177,184650,1527,2385,CDC,0,0,1.4398541976695018,0
Galicia,36,Pontevedra,947374,901233,551762,544673,540255,4418,7089,CDC,0,0,1.1568313436579687,0
Comunidad de Madrid,28,Madrid,6436996,4927932,3489376,3465795,3447658,18137,23581,CDC,0,0,0.8708794774093342,0
Comunidad Foral de Navarra,31,Navarra,640476,502530,338720,335335,331867,3468,3385,CDC,0,0,0.9724659571019328,0
País Vasco,1,Araba - Álava,323648,254579,169331,167640,166562,1078,1691,CDC,0,0,0.9989818840878956,0
País Vasco,20,Gipuzkoa,716834,580706,367464,365493,362782,2711,1971,CDC,0,0,1.0955001058829656,0
País Vasco,48,Bizkaia,1148775,948080,625444,621219,617312,3907,4225,CDC,0,0,1.0152285669577845,0
Región de Murcia,30,Murcia,1467288,1034075,719536,713592,709879,3713,5944,CDC,0,0,0.9074411158162694,0
La Rioja,26,La Rioja,317053,247670,174913,172982,171757,1225,1931,CDC,0,0,0.8763899110111971,0
Comunitat Valenciana,3,Alicante / Alacant,1855047,1253296,882601,875169,870331,4838,7432,CDC,0,0,0.882386925972212,0
Comunitat Valenciana,12,Castellón / Castelló,582327,416491,302324,299204,297135,2069,3120,CDC,0,0,0.8177695926626533,0
Comunitat Valenciana,46,Valencia / València,2543315,1946046,1431843,1419521,1411013,8508,12322,CDC,0,0,0.7882745302115405,0
Ciudad de Ceuta,51,Ceuta,84263,61587,31194,30837,30521,316,357,CDC,0,0,1.4722464326906544,0
Ciudad de Melilla,52,Melilla,85584,57795,27483,27121,26853,268,362,CDC,0,0,1.564661203773274,0
Andalucía,4,Almería,701211,491496,308989,306674,304461,2213,2315,EAJ-PNV,0,0,1.1077851234609697,0
Andalucía,11,Cádiz,1240284,993689,622252,615755,608817,6938,6497,EAJ-PNV,0,0,1.115143277818196,0
Andalucía,14,Córdoba,795611,651184,452038,446818,442329,4489,5220,EAJ-PNV,0,0,0.91235500030757255,0
Andalucía,18,Granada,917297,748579,494171,489540,486116,3424,4631,EAJ-PNV,0,0,1.0138859719771813,0
Andalucía,21,Huelva,520017,396117,249269,245819,243293,2526,3450,EAJ-PNV,0,0,1.1059628648205073,0
Andalucía,23,Jaén,654170,532211,375082,370762,368217,2545,4320,EAJ-PNV,0,0,0.88078212057665906,0
Andalucía,29,Málaga,1628973,1163657,752086,744858,738680,6178,7228,EAJ-PNV,0,0,1.0551538057793985,0
Andalucía,41,Sevilla,1941480,1531806,1044851,1033112,1023530,9582,11739,EAJ-PNV,0,0,0.9483770879627175,0
Aragón,22,Huesca,222909,173546,118018,116884,115680,1204,1134,EAJ-PNV,0,0,0.95453841968319,0
Aragón,44,Teruel,138932,109380,75932,74922,74218,704,1010,EAJ-PNV,0,0,0.9122801505207698,0
Aragón,50,Zaragoza,956006,734064,517144,513135,509011,4124,4009,EAJ-PNV,0,0,0.8815798597753839,0
Principado de Asturias,33,Asturias,1051229,982837,600463,594699,589325,5374,5764,EAJ-PNV,0,0,1.1606541982188268,0
Illes Balears,7,Illes Balears,1104479,772939,469437,464787,460561,4226,4650,EAJ-PNV,0,0,1.171419168730247,0
Canarias,35,Las Palmas,1098406,842916,508957,502506,499004,3502,6451,EAJ-PNV,0,0,1.1819656201767403,0
Canarias,38,Santa Cruz de Tenerife,1001900,833373,481925,476666,473883,2783,5259,EAJ-PNV,0,0,1.2581071785374423,0
Cantabria,39,Cantabria,585179,498203,341348,337567,335113,2454,3781,EAJ-PNV,0,0,0.9392647389515052,0
Castilla - La Mancha,2,Albacete,394580,310083,221706,219473,218043,1430,2233,EAJ-PNV,0,0,0.8502708455678165,0
Castilla - La Mancha,13,Ciudad Real,513713,400552,282634,279396,277457,1939,3238,EAJ-PNV,0,0,0.8782480415689832,0
Castilla - La Mancha,16,Cuenca,203841,157835,117118,115849,115026,823,1269,EAJ-PNV,0,0,0.7696060045183283,0
Castilla - La Mancha,19,Guadalajara,253686,182408,132903,131538,130716,822,1365,EAJ-PNV,0,0,0.8096571833145115,0
Castilla - La Mancha,45,Toledo,693371,518206,371866,367503,365529,1974,4363,EAJ-PNV,0,0,0.842474187866627,0
Castilla y León,5,Ávila,164925,139218,100106,98917,98200,717,1189,EAJ-PNV,0,0,0.8381285291099745,0
Castilla y León,9,Burgos,364002,300243,209246,206981,205169,1812,2265,EAJ-PNV,0,0,0.9041701679078291,0
Castilla y León,24,León,479395,440263,284076,280858,278461,2397,3218,EAJ-PNV,0,0,1.0583484659042242,0
Castilla y León,34,Palencia,166035,143769,101838,100626,99788,838,1212,EAJ-PNV,0,0,0.8700935674605698,0
Castilla y León,37,Salamanca,339395,308612,204615,202483,201040,1443,2132,EAJ-PNV,0,0,1.0053192356495122,0
Castilla y León,40,Segovia,157570,120823,89662,88525,87910,615,1137,EAJ-PNV,0,0,0.7694098847172584,0
Castilla y León,42,Soria,91006,76814,50337,49618,49018,600,719,EAJ-PNV,0,0,1.0283107699701468,0
Castilla y León,47,Valladolid,526288,433056,319280,315768,313534,2234,3512,EAJ-PNV,0,0,0.7837951850043215,0
Castilla y León,49,Zamora,183436,173320,110339,108893,107883,1010,1446,EAJ-PNV,0,0,1.0840688406176278,0
Cataluña,8,Barcelona,5523922,4131319,2659818,2643933,2622852,21081,15885,EAJ-PNV,0,0,1.0625951302898626,0
Cataluña,17,Girona,753054,512366,310377,307853,305211,2642,2524,EAJ-PNV,0,0,1.1760977155007135,0
Cataluña,25,Lleida,436029,313207,182909,181159,179003,2156,1750,EAJ-PNV,0,0,1.2410871524930254,0
Cataluña,43,Tarragona,795101,562990,347861,344620,341560,3060,3241,EAJ-PNV,0,0,1.139972218737824,0
Extremadura,6,Badajoz,686730,558228,382981,377949,375230,2719,5032,EAJ-PNV,0,0,0.9365586208921605,0
Extremadura,10,Cáceres,406267,349082,239735,236205,234666,1539,3530,EAJ-PNV,0,0,0.9344916107886598,0
Galicia,15,A Coruña,1127196,1087472,651065,643389,636696,6693,7676,EAJ-PNV,0,0,1.1972080117288424,0
Galicia,27,Lugo,339386,348561,196272,192957,190869,2088,3315,EAJ-PNV,0,0,1.3034240559407635,0
Galicia,32,Ourense,318391,364469,188562,186177,184650,1527,2385,EAJ-PNV,0,0,1.4398541976695018,0
Galicia,36,Pontevedra,947374,901233,551762,544673,540255,4418,7089,EAJ-PNV,0,0,1.1568313436579687,0
Comunidad de Madrid,28,Madrid,6436996,4927932,3489376,3465795,3447658,18137,23581,EAJ-PNV,0,0,0.8708794774093342,0
Comunidad Foral de Navarra,31,Navarra,640476,502530,338720,335335,331867,3468,3385,EAJ-PNV,0,0,0.9724659571019328,0
País Vasco,1,Araba - Álava,323648,254579,169331,167640,166562,1078,1691,EAJ-PNV,26703,15.928775948460988,0.9989818840878956,13.385526007110075
País Vasco,20,Gipuzkoa,716834,580706,367464,365493,362782,2711,1971,EAJ-PNV,85015,23.260363399572633,1.0955001058829656,19.546523865187087
País Vasco,48,Bizkaia,1148775,948080,625444,621219,617312,3907,4225,EAJ-PNV,175296,28.218068024319926,1.0152285669577845,23.712662205310863
Región de Murcia,30,Murcia,1467288,1034075,719536,713592,709879,3713,5944,EAJ-PNV,0,0,0.9074411158162694,0
La Rioja,26,La Rioja,317053,247670,174913,172982,171757,1225,1931,EAJ-PNV,0,0,0.8763899110111971,0
Comunitat Valenciana,3,Alicante / Alacant,1855047,1253296,882601,875169,870331,4838,7432,EAJ-PNV,0,0,0.882386925972212,0
Comunitat Valenciana,12,Castellón / Castelló,582327,416491,302324,299204,297135,2069,3120,EAJ-PNV,0,0,0.8177695926626533,0
Comunitat Valenciana,46,Valencia / València,2543315,1946046,1431843,1419521,1411013,8508,12322,EAJ-PNV,0,0,0.7882745302115405,0
Ciudad de Ceuta,51,Ceuta,84263,61587,31194,30837,30521,316,357,EAJ-PNV,0,0,1.4722464326906544,0
Ciudad de Melilla,52,Melilla,85584,57795,27483,27121,26853,268,362,EAJ-PNV,0,0,1.564661203773274,0
Andalucía,4,Almería,701211,491496,308989,306674,304461,2213,2315,EH.Bildu,0,0,1.1077851234609697,0
Andalucía,11,Cádiz,1240284,993689,622252,615755,608817,6938,6497,EH.Bildu,0,0,1.115143277818196,0
Andalucía,14,Córdoba,795611,651184,452038,446818,442329,4489,5220,EH.Bildu,0,0,0.91235500030757255,0
Andalucía,18,Granada,917297,748579,494171,489540,486116,3424,4631,EH.Bildu,0,0,1.0138859719771813,0
Andalucía,21,Huelva,520017,396117,249269,245819,243293,2526,3450,EH.Bildu,0,0,1.1059628648205073,0
Andalucía,23,Jaén,654170,532211,375082,370762,368217,2545,4320,EH.Bildu,0,0,0.88078212057665906,0
Andalucía,29,Málaga,1628973,1163657,752086,744858,738680,6178,7228,EH.Bildu,0,0,1.0551538057793985,0
Andalucía,41,Sevilla,1941480,1531806,1044851,1033112,1023530,9582,11739,EH.Bildu,0,0,0.9483770879627175,0
Aragón,22,Huesca,222909,173546,118018,116884,115680,1204,1134,EH.Bildu,0,0,0.95453841968319,0
Aragón,44,Teruel,138932,109380,75932,74922,74218,704,1010,EH.Bildu,0,0,0.9122801505207698,0
Aragón,50,Zaragoza,956006,734064,517144,513135,509011,4124,4009,EH.Bildu,0,0,0.8815798597753839,0
Principado de Asturias,33,Asturias,1051229,982837,600463,594699,589325,5374,5764,EH.Bildu,0,0,1.1606541982188268,0
Illes Balears,7,Illes Balears,1104479,772939,469437,464787,460561,4226,4650,EH.Bildu,0,0,1.171419168730247,0
Canarias,35,Las Palmas,1098406,842916,508957,502506,499004,3502,6451,EH.Bildu,0,0,1.1819656201767403,0
Canarias,38,Santa Cruz de Tenerife,1001900,833373,481925,476666,473883,2783,5259,EH.Bildu,0,0,1.2581071785374423,0
Cantabria,39,Cantabria,585179,498203,341348,337567,335113,2454,3781,EH.Bildu,0,0,0.9392647389515052,0
Castilla - La Mancha,2,Albacete,394580,310083,221706,219473,218043,1430,2233,EH.Bildu,0,0,0.8502708455678165,0
Castilla - La Mancha,13,Ciudad Real,513713,400552,282634,279396,277457,1939,3238,EH.Bildu,0,0,0.8782480415689832,0
Castilla - La Mancha,16,Cuenca,203841,157835,117118,115849,115026,823,1269,EH.Bildu,0,0,0.7696060045183283,0
Castilla - La Mancha,19,Guadalajara,253686,182408,132903,131538,130716,822,1365,EH.Bildu,0,0,0.8096571833145115,0
Castilla - La Mancha,45,Toledo,693371,518206,371866,367503,365529,1974,4363,EH.Bildu,0,0,0.842474187866627,0
Castilla y León,5,Ávila,164925,139218,100106,98917,98200,717,1189,EH.Bildu,0,0,0.8381285291099745,0
Castilla y León,9,Burgos,364002,300243,209246,206981,205169,1812,2265,EH.Bildu,0,0,0.9041701679078291,0
Castilla y León,24,León,479395,440263,284076,280858,278461,2397,3218,EH.Bildu,0,0,1.0583484659042242,0
Castilla y León,34,Palencia,166035,143769,101838,100626,99788,838,1212,EH.Bildu,0,0,0.8700935674605698,0
Castilla y León,37,Salamanca,339395,308612,204615,202483,201040,1443,2132,EH.Bildu,0,0,1.0053192356495122,0
Castilla y León,40,Segovia,157570,120823,89662,88525,87910,615,1137,EH.Bildu,0,0,0.7694098847172584,0
Castilla y León,42,Soria,91006,76814,50337,49618,49018,600,719,EH.Bildu,0,0,1.0283107699701468,0
Castilla y León,47,Valladolid,526288,433056,319280,315768,313534,2234,3512,EH.Bildu,0,0,0.7837951850043215,0
Castilla y León,49,Zamora,183436,173320,110339,108893,107883,1010,1446,EH.Bildu,0,0,1.0840688406176278,0
Cataluña,8,Barcelona,5523922,4131319,2659818,2643933,2622852,21081,15885,EH.Bildu,0,0,1.0625951302898626,0
Cataluña,17,Girona,753054,512366,310377,307853,305211,2642,2524,EH.Bildu,0,0,1.1760977155007135,0
Cataluña,25,Lleida,436029,313207,182909,181159,179003,2156,1750,EH.Bildu,0,0,1.2410871524930254,0
Cataluña,43,Tarragona,795101,562990,347861,344620,341560,3060,3241,EH.Bildu,0,0,1.139972218737824,0
Extremadura,6,Badajoz,686730,558228,382981,377949,375230,2719,5032,EH.Bildu,0,0,0.9365586208921605,0
Extremadura,10,Cáceres,406267,349082,239735,236205,234666,1539,3530,EH.Bildu,0,0,0.9344916107886598,0
Galicia,15,A Coruña,1127196,1087472,651065,643389,636696,6693,7676,EH.Bildu,0,0,1.1972080117288424,0
